Jin tian ye shi hao tian qi,今天也是好天气,今天也是好天气,1
Bu yao shuo wo men yi wu suo you,不要说我们已无所有,不要说我们一无所有,0.888889
qing shou chi che piao tong guo zha ji,亲手持车票通过闸机,请手持车票通过闸机,0.888889
shang che de cheng ke qing wang li zou,上车的乘客情往里走,上车的乘客请往里走,0.888889
ru guo zai jian bu neng hong zhuo yan,如果再见不能哄着眼,如果再见不能红着眼,0.888889
Wo jue de ken ding yue duo yue ka,我觉得肯定越多月卡,我觉得肯定越多越卡,0.888889
chong fen kai fa zhi ling bing xing xing,充分开发指令并行行,充分开发指令并行性,0.888889
Gu du de ren ta jiu zai hai shang,孤独的人她就在海上,孤独的人他就在海上,0.888889
bu chi pu tao dao tu pu tao pi,不吃葡萄到吐葡萄皮,不吃葡萄倒吐葡萄皮,0.888889
wei le fang zhi shi jie bei po huai,为了防止世界杯破坏,为了防止世界被破坏,0.888889
guan che ai yu zhen shi de xie e,贯彻哀与真实的邪恶,贯彻爱与真实的邪恶,0.888889
Jin tian de lan qiu sai zhen jing cai,今天的篮球赛帧精彩,今天的篮球赛真精彩,0.888889
Guang zai zhe me chang de shi jian li ke yi pao san shi wan gong li,光在这麽氅的时间里可以跑三十万公里,光在这么长的时间里可以跑三十万公里,0.882353
bei jing de fang jia shi fou zai tou zhi nian qing ren de chuang zao li,北京的房价是否在头之年轻人的创造力,北京的房价是否在透支年轻人的创造力,0.882353
zhe shi yi ge hen chang hen chang hen chang hen chang de yang li shu ju,这是一个很长很长很长很长的秧励数据,这是一个很长很长很长很长的样例数据,0.882353
you mei you bie de ren xuan ne,有没有别的人选哪,有没有别的人选呢,0.875
Yue guo chang cheng zou xiang shi jie,说过长城走向世界,越过长城走向世界,0.875
jiu xiang yang guang chuan guo hei ye,就襄阳光穿过黑夜,就像阳光穿过黑夜,0.875
Yu xi zai shou tian xia wo you,玉玺在受天下我有,玉玺在手天下我有,0.875
neng zheng que shu chu suan wo shu,能正确输出算我熟,能正确输出算我输,0.875
wei xian de shi gu ran mei li,危险的是固然美丽,危险的事固然美丽,0.875
mei hua bian luo man le nan shan,梅花边落满了南山,梅花便落满了南山,0.875
Re lie de ran shao qi lai ba,热烈的燃烧起来吧,热烈地燃烧起来吧,0.875
bu zhi dao ru guo you duo yin zi hui bu hui zeng jia nan du,不知道如果有多因子会不会增加难度,不知道如果有多音字会不会增加难度,0.875
ni men zhe shi zi xun si lu,你们这是自寻思路,你们这是自寻死路,0.875
hen yi ge ren zhe yang rong yi,很一个人这样容易,恨一个人这样容易,0.875
Ni xian zai chong man le jue xin,拟现在充满了决心,你现在充满了决心,0.875
Mei guo zong tong ji mi ka te xuan bu mei guo jiang di zhi yu mo si ke ju ban de xia ji ao lin pi ke yun dong hui,美国总统计米卡特宣布美国降低至于莫斯科举办的夏季奥林匹克运动会,美国总统吉米卡特宣布美国将抵制于莫斯科举办的夏季奥林匹克运动会,0.870968
qu xiao huo ting zheng de she ji ge ren deng shi xiang de xing zheng shi ye xing shou fei bao kuo,取消和听证的涉及个人等事项的行政事业性收费包括,取消或停征的涉及个人等事项的行政事业性收费包括,0.869565
zi dong hua he jing guan shu yu tong yi ge zhao sheng da lei,自动化和经鹳属于统一个招生大类,自动化和经管属于同一个招生大类,0.866667
Ming tian wan shang wo hui yan ming si hao wan jia de shen fen,明天晚上我会严明四好玩家的身份,明天晚上我会验明四号玩家的身份,0.866667
bu zhi dao ru guo zai xian ren shu geng duo hui zen mo yang,不知道如果在县人数更多会怎模样,不知道如果在线人数更多会怎么样,0.866667
nin de hao you miao xing ren cheng gong bu huo le li yu wang,您的好有喵星人成功捕获了鲤鱼网,您的好友喵星人成功捕获了鲤鱼王,0.866667
gu dai zhi ren cong dong fei qi yuan hou yi lu zou dao le di qiu shang suo you da lu,古代职人从东非杞园后一路走到了地球上所有大陆,古代智人从东非起源后一路走到了地球上所有大陆,0.863636
wo hui lai dao ni shen bian,我回来到你身边,我会来到你身边,0.857143
bu guan ni men xin bu xin,不管你们心不信,不管你们信不信,0.857143
You xian zhuang tai zi dong ji,有现状态自动机,有限状态自动机,0.857143
Suan le hai shi bu tie le,算了还是补贴了,算了还是不贴了,0.857143
Zhe wei tong xue qing zhu yi,这位同学倾注意,这位同学请注意,0.857143
xiao peng you men da jia hao,小朋友们大家毫,小朋友们大家好,0.857143
mei tian bang wan liu dian zhong,每天傍晚六点中,每天傍晚六点钟,0.857143
you xian zhuang tai zi dong ji,有现状态自动机,有限状态自动机,0.857143
Zhi dao suo you de deng dou xi mie le ye bu ting liu,知道所有的灯都熄灭了也不停留,直到所有的灯都熄灭了也不停留,0.857143
Shi er hao wan jia fa yan,十二号万家发言,十二号玩家发言,0.857143
mei hua bian luo le xia lai,梅花边落了下来,梅花便落了下来,0.857143
Ren sheng ruo zhi ru chu jian,人生若知如初见,人生若只如初见,0.857143
Tian ya he chu wu fang cao,天涯何处五芳草,天涯何处无芳草,0.857143
Wo xiang dao na wu ren zhi xiao de di fang kan yi kan,我想到那无人骘校的地方看一看,我想到那无人知晓的地方看一看,0.857143
shi fou huan neng hong zhuo lian,是否还能哄着脸,是否还能红着脸,0.857143
Mei cuo gan jue zhe hen ku,没错感觉这很苦,没错感觉这很酷,0.857143
Rong xue bu shuo yi ju hua,融学不说一句话,融雪不说一句话,0.857143
Wo ye bu xiang zhe yang a,我也不像这样啊,我也不想这样啊,0.857143
hou mian wo men jiang cheng ju you zhe zhong xing zhi de han shu wei ke ce han shu,后面我们将成具有这种性质的函数为可测寒暑,后面我们将称具有这种性质的函数为可测函数,0.85
luo ji dai shu you xie chang yong de ji ben gong shi,逻辑代书有些常用的基本公室,逻辑代数有些常用的基本公式,0.846154
Guang dong de ren kou shu liang wei ju quan guo di yi,广东的人口述两位居全国第一,广东的人口数量位居全国第一,0.846154
Mao jin shi xing ji lv xing zhe de bi bei wu pin,毛巾是省级旅行者的必备物品,毛巾是星际旅行者的必备物品,0.846154
qie rang wo wang ji jin ri zhi dao ming tian lai lin,且让我忘记近日至到明天来临,且让我忘记今日直到明天来临,0.846154
zhen zheng de jing shen qiang zhe yi ding shi kuan rong de,真正的精神将这一定是宽容的,真正的精神强者一定是宽容的,0.846154
xian tong ji da liang zhen shi yu liao zhong ge ge ci chu xian de gai lv,现统计大量真实与了中各个词出现的概率,先统计大量真实语料中各个词出现的概率,0.833333
Zhe shi shi jie shang zui hao de bian cheng yu yan,这是世界上最好的变成语言,这是世界上最好的编程语言,0.833333
Ren zhen ni jiu shu le,认真你就熟了,认真你就输了,0.833333
Chen qie zuo bu dao a,臣妾做不到阿,臣妾做不到啊,0.833333
ting shuo ce shi ji shi yao zi ji shi yong de,听说测试及时要自己使用的,听说测试集是要自己使用的,0.833333
jin ru bai xue xian chang,进入白血现场,进入白学现场,0.833333
pi pi xia wo men zou,皮皮下我们走,皮皮虾我们走,0.833333
wo men qu san bu ba,我们去散步把,我们去散步吧,0.833333
ta shi wo de mu qin,他是我的母亲,她是我的母亲,0.833333
ta shi wo de gou gou,他是我的狗狗,它是我的狗狗,0.833333
Ren gong zhi neng de shi zhi shi ren gong zhi zhang,人工智能的时只是人工智障,人工智能的实质是人工智障,0.833333
wo ye hai cha liang ju,我也还差两车,我也还差两句,0.833333
wo jing ran diao xian le,我竟然掉馅了,我竟然掉线了,0.833333
wo hao xiang wan cheng le,握好像完成了,我好像完成了,0.833333
Xiang gang ji zhe zou zai xiang jian de dao lu shang,香港记者走在详见的道路上,香港记者走在乡间的道路上,0.833333
Qi ta san xuan de tong xue ke zi xing fen zu,其他三选的同学科自行分组,其他散选的同学可自行分组,0.833333
yi qie gao gui de qing gan dou xiu yu biao bai,一切高贵的情感都秀瑜表白,一切高贵的情感都羞于表白,0.833333
yi qie shen ke de ti yan dou zhuo yu yan ci,一切深刻的体验都着语言辞,一切深刻的体验都拙于言辞,0.833333
Wo xiang qv pao ban ma,我想去跑斑马,我想去跑半马,0.833333
Zhe bu shi yi tiao sou gou shu ru fa dou da bu chu lai de ju zi,这不是一条搜狗输入法都大部出来的橘子,这不是一条搜狗输入法都打不出来的句子,0.833333
Ha ha ha ha ha ha,哈哈哈哈哈哈,哈哈哈哈哈蛤,0.833333
An zhuang ju you fu za dian zi kong zhi xi tong de xian dai zhi dao wu qi dai ti guo qu xiang dui jian dan er ben zhong de huo pao xi tong,安装具有复杂电子控制系统的现代知道无期待提过去相对简单而笨重的火炮系统,安装具有复杂电子控制系统的现代制导武器代替过去相对简单而笨重的火炮系统,0.828571
Wo kan dao zhan jian zai lie hu zuo de bian yuan bei ji zhong qi huo,我看到战舰在猎狐作的边缘被其中起火,我看到战舰在猎户座的边缘被击中起火,0.823529
xia mian yin ru ke ce han shu de gai nian,下面引入可测寒暑的概念,下面引入可测函数的概念,0.818182
jin yong de wu xia xiao shuo fei chang jing cai,进场的武侠小说非常精彩,金庸的武侠小说非常精彩,0.818182
Wo ri ri ye ye dou zai xi nian zhe ni,我日日夜夜都在西撵着你,我日日夜夜都在思念着你,0.818182
Ren qun dang zhong zuan chu lai yi ge guang tou,人群当中纂出来一个光投,人群当中钻出来一个光头,0.818182
Da jia zai xue xi zhong you shen me wen ti,大家在学习中有深麽问题,大家在学习中有什么问题,0.818182
ren qun dang zhong zuan chu lai yi ge guang tou,人群当中纂出来一个光投,人群当中钻出来一个光头,0.818182
He wo zai cheng du de jie tou zou yi zou,和我在盛顿的街头走一走,和我在成都的街头走一走,0.818182
Wei le kang yi su lian ru qin a fu han,为了抗议速连入侵阿富汗,为了抗议苏联入侵阿富汗,0.818182
ren yu ren zhi jian de xin ren zai na li,人与人之间的新人在哪里,人与人之间的信任在哪里,0.818182
ji ran ni cheng xin cheng yi de fa wen le,既然你诚信诚意的发璺了,既然你诚心诚意的发问了,0.818182
Bu xing zhui wei le hei se de gao ji che,不幸坠为了黑色的高级车,不幸追尾了黑色的高级车,0.818182
Ye xu ni hui pei wo kan xi shui chang liu,也许你会陪我看浠水长刘,也许你会陪我看细水长流,0.818182
Zhong guo shi ren min min zhu zhuan zheng de she hui zhu yi guo jia,中国市人民民主转正的社会主义国家,中国是人民民主专政的社会主义国家,0.8125
pei yang le jian ding de yi zhi mo lian le zi ji de yong qi,培养了坚定的一趾磨炼了自己的勇气,培养了坚定的意志磨练了自己的勇气,0.8125
zhong e zhen cha chuan zai han guo fu jin ding shao mei hang mu,中俄侦查船在韩国甫紧盯梢美航母,中俄侦察船在韩国附近盯梢美航母,0.8
dang ta mian dui xing xing dui de shi hou,当他面对性行队的时候,当他面对行刑队的时候,0.8
zai tian an men guang chang ju xing le long zhong de yue bing shi,在天安门广场举行了隆重的月饼是,在天安门广场举行了隆重的阅兵式,0.8
Ta yang le yi zhi qing wa dang chong wu,他养了一致青瓦当宠物,他养了一只青蛙当宠物,0.8
Yi ren lei zhi sheng lai shuo tai duan le,疑人类治生来说太短了,以人类之生来说太短了,0.8
mei ren ti gong zhi shao shi ge ju zi,每人提供至少是个橘子,每人提供至少十个句子,0.8
wo you yi gen bi,我有一根比,我有一根笔,0.8
ren gong zhi neng bi jiang da bai ren lei,人工智能必将达百人类,人工智能必将打败人类,0.8
jun bu jian huang he zhi shui tian shang lai,均不见黄河治水天上来,君不见黄河之水天上来,0.8
Mei ren ti gong zhi shao shi ge ju zi,每人提供至少是个橘子,每人提供至少十个句子,0.8
wo shang wei ru mian,我尚未入面,我尚未入眠,0.8
qie wu chu ke gui,且无处可贵,且无处可归,0.8
Suo yi bu yao shuo shen me chao xi la,所以不要说深麽抄袭啦,所以不要说什么抄袭啦,0.8
bo lang shi qian jin,波浪时前进,波浪式前进,0.8
shi shang zhi you yi zhong ying xiong zhu yi,史上只有一中英雄主义,世上只有一种英雄主义,0.8
yi ran re ai ta,依然热爱他,依然热爱它,0.8
Xi feng duo shao hen,西风多少很,西风多少恨,0.8
Bei fang you jia ren yi shi er du li,北方有家人遗失而独立,北方有佳人遗世而独立,0.8
zhe shi wo bian de di yi ge ju zi,这是我边的第一个橘子,这是我编的第一个句子,0.8
San bai liu shi hang,三百六是行,三百六十行,0.8
wo bei kun zhu la,我被困住落,我被困住啦,0.8
nin de chong wu miao miao xiang chi diao ye sheng de bi ka qiu,您的宠物妙妙想吃掉野生的币卡丘,您的宠物喵喵想吃掉野生的比卡丘,0.8
qing hua da xue jie fang yan yu xing dong,清华大学解放眼于行动,清华大学解放燕园行动,0.8
Ruo guo wu wai jiao,弱国务外交,弱国无外交,0.8
Yi ge dan zi shuo bai le bu guo jiu shi zi han zi fan chou shang de yi ge yao ban qun er yi,一个掸子说白了不过就是自汉子范畴上的一个么办群而一,一个单子说白了不过就是自函子范畴上的一个幺半群而已,0.8
jiu shi yong ya zui bi ba zhe ge shui nong dao li mian,就是用鸭嘴必把这个水哝道里面,就是用鸭嘴笔把这个水弄到里面,0.785714
wo ye mei you shen me bie de dong xi song gei ni men,我也没有深麽瘪的东西送给你们,我也没有什么别的东西送给你们,0.785714
mei tian wan shang guo le qi dian jiu gen wu ye yi yang,每天晚上过了起点就跟物业一样,每天晚上过了七点就跟午夜一样,0.785714
er you xie ren yi jing zai dian ran shu zi yu zhou le,而有些人已经在靛染数字宇宙乐,而有些人已经在点燃数字宇宙了,0.785714
bi qi ni nian qing shi de mei li,比起你年轻时的魅力,比起你年轻时的美丽,0.777778
Qing wa shi cong ke dou bian lai de,青瓦时从蝌蚪变来的,青蛙是从蝌蚪变来的,0.777778
You yi wei zhu ming de gong si lao ban shu xue bu hao bu hui shu shu,有一位著名的公司老板输血不好不会叔叔,有一位著名的公司老板数学不好不会数数,0.777778
bu zhuo ye sheng pi ka qiu yi zhi,捕捉野生皮卡丘遗址,捕捉野生皮卡丘一只,0.777778
zai zuan shi de tian kong xia qi wu,在钻石的天空下气污,在钻石的天空下起舞,0.777778
Wo bu zhi dao zhong wu chi shen me,我不知道中午吃深麽,我不知道中午吃什么,0.777778
Qi lai quan shi jie shou ku de ren,起来全市接受苦的人,起来全世界受苦的人,0.777778
Wo men yao zuo tian xia de zhu ren,我们要昨天下的主任,我们要做天下的主人,0.777778
Suo yi wo men yi ding neng bao ji,所以我们一定能报记,所以我们一定能保级,0.777778
jin tian ye yao yuan qi man man o,今天也要远期满满哦,今天也要怨气满满哦,0.777778
Gao su wo ni xiang yao zuo shen me,告诉我你想要做深麽,告诉我你想要做什么,0.777778
gao su wo ni xiang yao zuo shen me,告诉我你想要做深麽,告诉我你想要做什么,0.777778
Di shi san ge wu mian de ye wan,第十三个屋面的夜晚,第十三个无眠的夜晚,0.777778
wei le shou hu shi jie de he ping,为了守护世界的核评,为了守护世界的和平,0.777778
Qing wen ni yao lai dian tu zi ma,请问你要来电兔子马,请问你要来点兔子吗,0.777778
jian shao ke cheng de ke shi shi shi fen ke xue de,减少课程的可实施十分科学的,减少课程的课时是十分科学的,0.769231
Wo jian guo ni men ren lei wei ceng kan dao de shi,我坚果你们人类未曾看到的是,我见过你们人类未曾看到的事,0.769231
Ren wen he gong ye gong cheng bi jiang hui shi jue sai,人吻合工业工程必将会是决赛,人文和工业工程必将会师决赛,0.769231
Zuo tian wan shang yi hao wan jia shi wo de jin shui,昨天晚上一好玩家是我的瑾说,昨天晚上一号玩家是我的金水,0.769231
Zhi you dao tian jia de ren cai neng jia yu shen long,只有稻田家的人才能家与神龙,只有岛田家的人才能驾驭神龙,0.769231
Wang dao zheng tu,网道征途,王道征途,0.75
Fei chang xin xian fei chang mei wei,非常心嫌非常美味,非常新鲜非常美味,0.75
Wang dao zheng tu,网道征途,王道征途,0.75
Fei chang xin xian fei chang mei wei,非常心嫌非常美味,非常新鲜非常美味,0.75
Zhe jiu shi wo men de qi ji,这就是我们的契机,这就是我们的奇迹,0.75
ni hui huo le wo de chong bai,你会获了我的崇拜,你挥霍了我的崇拜,0.75
ke cheng fen wei xian shang mu ke he xian xia dao xiu liang bu fen,课程分危险上慕课和线下到休两部分,课程分为线上慕课和线下导修两部分,0.75
wo jiang de yi si bu shi wo shi qin dian ta dang xia yi ren,我讲的一丝不是我市钦点他当下一人,我讲的意思不是我是钦点他当下一任,0.75
yuan wo men jiao xing bei ji de,愿我们侥幸被击的,愿我们侥幸被记得,0.75
dan yuan si zhe nai xin bao rong wo zhu jian shuai tui de ji yi,单元死者耐心包容我逐渐衰退的技艺,但愿死者耐心包容我逐渐衰退的记忆,0.75
kan jian yi ge da si yi ge,看见一个靼斯一个,看见一个打死一个,0.75
wo yi jing shi qu le li zhi,我已经失去了荔枝,我已经失去了理智,0.75
Wo men shi gang,我们是刚,我们是钢,0.75
Ma shao ping lao shi ru shi shuo,么少萍老师如是说,马少平老师如是说,0.75
Ming tian zao qi,明天早期,明天早起,0.75
Da zuo ye yao xie bu wan le,大作也要解不完了,大作业要写不完了,0.75
Ji suan ji xi mei you xi guan,计算机系没有膝关,计算机系没有系馆,0.75
Ying te na xiong nai er jiu yi ding yao shi xian,英特南雄奈儿就一定要实现,英特纳雄耐尔就一定要实现,0.75
li shi de che lun zai nian guo,历史的车轮在年国,历史的车轮在辗过,0.75
zai xi la chong shen shi shang de guan jian shi ke,在希拉崇绅士上的关键时刻,在希腊崇神史上的关键时刻,0.75
ruo xiao he wu zhi bu shi sheng cun de zhang ai,弱校和物质不是生存的障碍,弱小和无知不是生存的障碍,0.75
lie che yun xing qian fang kai wang tian gong yuan zhan,列车运行前放开往天公园站,列车运行前方开往天宫苑站,0.75
qing wei xu yao bang zhu de cheng ke rang ge zuo,亲为需要帮助的乘客让合作,请为需要帮助的乘客让个座,0.75
Wo hao cai a,握好菜啊,我好菜啊,0.75
mian jia wen nuan,面加温暖,面颊温暖,0.75
you shi chong shi de yi tian a,又是重视的一天啊,又是充实的一天啊,0.75
Wu hao ji shi ni bie pao a,五号即使你别跑啊,五号技师你别跑啊,0.75
mei you zhu ti xian zhi fan er geng jia kun nan,没有主体现职反而更加困难,没有主题限制反而更加困难,0.75
Di ji ge cai shi ni lao ban,的几个才是你老板,第几个才是你老伴,0.75
Zai li zhe hen yuan de di fang,在疬者很远的地方,在离这很远的地方,0.75
Cheng zhe chuan fan,撑着船翻,撑着船帆,0.75
Ta zai er tong zong jiao ban hao diao le yi ge xing qi shi guang,他在儿童宗教办好掉了一个星期是广,他在儿童宗教班耗掉了一个星期时光,0.75
Ni yu ben zhou mo an pai yi ci xi ti ke,拟于本周末安排一次螅体可,拟于本周末安排一次习题课,0.75
Da di jiu yi lei liu man mian,大的就一泪流满面,大地就已泪流满面,0.75
wo zai dian liang shu zi ren sheng,我在掂量数字人生,我在点亮数字人生,0.75
kan le yi xie yang li shu ju wo jue de wo yao gua ke le,看了一渫阳历数据我觉得我约挂科了,看了一些样例数据我觉得我要挂科了,0.75
Ke shi you neng zen me ban ne,可是有能怎麽办呢,可是又能怎么办呢,0.75
qian chu le bu neng qi si hui sheng zhi wai shi wan neng de,前出了不能起死回升之外十万能的,钱除了不能起死回生之外是万能的,0.733333
fei teng de tiao jian shi da dao fei dian bing chi xu xi re,沸腾的条件事达到啡店秉持续吸热,沸腾的条件是达到沸点并持续吸热,0.733333
xi la ren de zao xing neng li zhi wan mei,希拉人的造性能力支完美,希腊人的造型能力之完美,0.727273
shang mian zhe ju shao le liang ge zi tu ran,上面谪居少了两个子突然,上面这句少了两个字突然,0.727273
Zhi yao xiang qi yi sheng zhong hou hui de shi,只要想起医生钟后悔的是,只要想起一生中后悔的事,0.727273
Zhi yao xiang qi yi sheng zhong hou hui de shi,只要想起医生钟后悔的是,只要想起一生中后悔的事,0.727273
zou chu chi hong lie ri zhao yao de di qu,走出饬轰烈日照要的地区,走出赤红烈日照耀的地区,0.727273
ta shuo ta ai ta sheng guo ai ta zi ji,他说他爱他省国爱他自己,他说他爱她胜过爱他自己,0.727273
xian ru bi si hai yao yan zhong de jing di,陷入比斯还要严重的劲的,陷入比死还要严重的境地,0.727273
Rou mao zhu long cao shi po luo zhou jia li man dan te you de re dai shi chong zhi wu,肉毛猪笼草是叵罗州家里曼丹特有的热带是种植物,柔毛猪笼草是婆罗洲加里曼丹特有的热带食虫植物,0.727273
Ta gang qin tan de bu cuo,塔钢琴弹的不错,他钢琴弹得不错,0.714286
Qi ji yi ding hui chu xian,契机一定会出现,奇迹一定会出现,0.714286
mao shi zui meng de dong wu,贸市最萌的动物,猫是最萌的动物,0.714286
Re xue nan er dang zi qiang,热血难而当自强,热血男儿当自强,0.714286
Chun feng bu du yu men guan,春风卜杜玉门关,春风不度玉门关,0.714286
Cao se yao kan jin que wu,草色要看今却无,草色遥看近却无,0.714286
Shi mo xie chu lai de ne,石墨写出来的呢,是默写出来的呢,0.714286
da jiang dong qu lang tao jin,大江东区浪淘金,大江东去浪淘尽,0.714286
lao fu liao fa shao nian kuang,老服了发少年狂,老夫聊发少年狂,0.714286
ta mei you shen me ai qing,他没有深麽爱情,他没有什么爱情,0.714286
Wei shen me hui zhe yang ne,为深麽会这样呢,为什么会这样呢,0.714286
Wu chu an fang de li xiang,无处暗访的理想,无处安放的理想,0.714286
zhi ai kan tong yi zhang lian,挚爱看同一张连,只爱看同一张脸,0.714286
Ren yu ren zhi jian wei shen me yao hu xiang shang hai ne,人与人之间为深麽鳐和相伤害呢,人与人之间为什么要互相伤害呢,0.714286
Duo yin zi shi ge nan dian,多因子是个难点,多音字是个难点,0.714286
Wo bu zhi dao zhe ge zai xian bian ji qi de yan shi shi duo chang,我不知道这个在线编辑起的殷实施多场,我不知道这个在线编辑器的延时是多长,0.705882
huang hun yu yue guang yi tong sheng qi lai,黄昏欲说逛一同升起来,黄昏与月光一同升起来,0.7
mei ren zhi shao ti gong shi ge ju zi,每人至少提供适合橘子,每人至少提供十个句子,0.7
Wo zhen de hao xiang zai huo wu bai nian,我真的好像在后五百年,我真的好想再活五百年,0.7
wu li shi yan zhen shi tai keng die le,无力实验真是太坑跌了,物理实验真是太坑爹了,0.7
sui feng qian ru ye run wu xi wu sheng,随风嵌入也润物细无生,随风潜入夜润物细无声,0.7
lei shui da shi ge zi de hou nao shao,类水大市鸽子的后脑勺,泪水打湿鸽子的后脑勺,0.7
Xue hao wei ji fen shi bu ke neng de,学郝卫计分是不可能的,学好微积分是不可能的,0.7
wo hai yao zai bian chu san ge ju zi,我还要在煸出三个橘子,我还要再编出三个句子,0.7
wei ceng shi yi de ren bu dong ren sheng,未曾是一的人不动人生,未曾失意的人不懂人生,0.7
Qi yi de guang mang chong man le fang jian,齐意的光芒种满了房间,奇异的光芒充满了房间,0.7
Mu guang shan shuo zhe chuan guo le jie jie,目光闪烁着穿过了解家,暮光闪烁着穿过了结界,0.7
Wo bu zhi dao qian mian de ren wei shen me da de ju zi dou na me qi guai,我不知道前面的认为深麽疸的橘子都那麽奇怪,我不知道前面的人为什么打的句子都那么奇怪,0.7
suo yi zhe liang ge han shu ji hu chu chu xiang deng,所以这两个寒暑期和处处相等,所以这两个函数几乎处处相等,0.692308
wo geng ai ni xian zai bei shou cui can de rong yan,我更爱你现在备受璀璨的融研,我更爱你现在备受摧残的容颜,0.692308
yuan fang de zhan zheng a yuan liang wo dai hua hui jia,院方的战争阿原谅我代化回家,远方的战争啊原谅我带花回家,0.692308
lie kai de shang kou a yuan liang wo zha dao shou zhi,列开的伤口阿原谅我铡刀手指,裂开的伤口啊原谅我扎到手指,0.692308
ni yi wei ni yi wei de jiu shi ni yi wei de,你以为你一位的就是你一位的,你以为你以为的就是你以为的,0.692308
wo jiu shi wei lan mao pei yin de yan yuan ge ping,我就是蔚蓝帽配音的演员合评,我就是为蓝猫配音的演员葛平,0.692308
shei yuan yi gen wo lan mao xue yi ju pei yin ne,谁愿意跟我懒猫血衣柜配音呢,谁愿意跟我蓝猫学一句配音呢,0.692308
xi wen sou hu da sha jiang kai fang chuan shuo chong wu wa si dan,西文嗽和大厦将开放传说宠物瓦斯丹,喜闻搜狐大厦将开放传说宠物瓦斯弹,0.6875
Ben zhan li zu yu mei li jian he zhong guo dui quan qiu hua ren fu wu shou bei mei fa lv bao hu,本站立足于魅力建和中国对全球华人服务手臂没法律保护,本站立足于美利坚合众国对全球华人服务受北美法律保护,0.68
Yi fei chong tian a wo,一榧种天啊我,一飞冲天啊我        ,0.666667
Yi fei chong tian a wo,一榧种天啊我,一飞冲天啊我,0.666667
Dong xian sheng lian ren hao bu hao a,董先生恋人毫不好啊,董先生连任好不好啊,0.666667
Gan shou huo yan zhi di de fen nu,感受和严治地的愤怒,感受火焰之地的愤怒,0.666667
Wo dai zhe yi fu hei kuang yan jing,我带着一腹黑框眼睛,我戴着一副黑框眼镜,0.666667
Bing xing hua shi ti gao ji suan su du de fang fa zhi yi,病性化是提高计算速度地方法治意,并行化是提高计算速度的方法之一,0.666667
Jiu xiang lei shui xiao shi zai yu zhong,就像泪水小时在于中,就像泪水消失在雨中,0.666667
ru he xiang,如何相,如何向,0.666667
feng liu shi,风流失,风流事,0.666667
Wo men shi yong bu dao de tai shan,我们使用不到的泰山,我们是永不倒的泰山,0.666667
